age,dob,gender,version,counter,block,trial,rule,target,Right,Left,rt,right answer,hit,no hits
6,14/09/2008,F,2,1,1,1,dog.jpg,1,boat08.jpg,dog06.jpg,1.2668,1,1,1
6,14/09/2008,F,2,2,1,2,dog.jpg,0,cat05.jpg,cat04.jpg,2.0114,0,1,2
6,14/09/2008,F,2,3,1,3,dog.jpg,1,dog10.jpg,boat09.jpg,0.95325,1,1,1
6,14/09/2008,F,2,4,1,4,dog.jpg,1,dog01.jpg,cat03.jpg,1.6635,1,1,1
6,14/09/2008,F,2,5,1,1,dog.jpg,1,boat07.jpg,dog06.jpg,0.95252,1,1,1
6,14/09/2008,F,2,6,1,2,dog.jpg,1,dog03.jpg,cat05.jpg,0.77373,1,1,1
6,14/09/2008,F,2,7,1,3,dog.jpg,0,cat02.jpg,boat09.jpg,0,1,0,0
6,14/09/2008,F,2,8,1,4,dog.jpg,1,boat10.jpg,dog07.jpg,1.1675,1,1,1
6,14/09/2008,F,2,9,1,1,dog.jpg,1,boat08.jpg,dog07.jpg,1.1293,1,1,1
6,14/09/2008,F,2,10,1,2,dog.jpg,1,dog07.jpg,cat07.jpg,1.5684,1,1,1
6,14/09/2008,F,2,11,1,3,dog.jpg,0,cat06.jpg,cat08.jpg,1.2599,0,1,2
6,14/09/2008,F,2,12,1,4,dog.jpg,0,boat06.jpg,cat10.jpg,0,1,0,0
6,14/09/2008,F,2,13,1,1,dog.jpg,1,dog05.jpg,cat08.jpg,1.5232,1,1,1
6,14/09/2008,F,2,14,1,2,dog.jpg,1,dog09.jpg,boat02.jpg,1.4477,1,1,1
6,14/09/2008,F,2,15,1,3,dog.jpg,1,dog06.jpg,boat01.jpg,1.155,1,1,1
6,14/09/2008,F,2,16,1,4,dog.jpg,0,boat04.jpg,cat07.jpg,0,1,0,0
6,14/09/2008,F,2,17,1,1,dog.jpg,1,dog07.jpg,cat01.jpg,1.2022,1,1,1
6,14/09/2008,F,2,18,1,2,dog.jpg,0,cat09.jpg,cat08.jpg,0,1,0,0
6,14/09/2008,F,2,19,1,3,dog.jpg,1,boat10.jpg,dog10.jpg,1.3204,1,1,1
6,14/09/2008,F,2,20,1,4,dog.jpg,0,cat10.jpg,boat06.jpg,0,1,0,0
6,14/09/2008,F,2,21,1,1,dog.jpg,0,boat10.jpg,cat04.jpg,0,1,0,0
6,14/09/2008,F,2,22,1,2,dog.jpg,1,cat09.jpg,dog01.jpg,1.1288,1,1,1
6,14/09/2008,F,2,23,1,3,dog.jpg,0,boat10.jpg,boat01.jpg,0,1,0,0
6,14/09/2008,F,2,24,1,4,dog.jpg,0,boat02.jpg,boat01.jpg,0,1,0,0
6,14/09/2008,F,2,25,1,1,dog.jpg,0,cat04.jpg,boat06.jpg,0,1,0,0
6,14/09/2008,F,2,26,1,2,dog.jpg,0,cat02.jpg,cat07.jpg,0,1,0,0
6,14/09/2008,F,2,27,1,3,dog.jpg,1,dog08.jpg,cat10.jpg,1.6539,1,1,1
6,14/09/2008,F,2,28,1,4,dog.jpg,1,cat09.jpg,dog08.jpg,1.3798,1,1,1
6,14/09/2008,F,2,29,1,1,dog.jpg,0,boat02.jpg,cat10.jpg,0,1,0,0
6,14/09/2008,F,2,30,1,2,dog.jpg,1,boat09.jpg,dog04.jpg,1.2728,1,1,1
6,14/09/2008,F,2,31,1,3,dog.jpg,1,dog01.jpg,boat05.jpg,1.0123,1,1,1
6,14/09/2008,F,2,32,1,4,dog.jpg,1,cat07.jpg,dog09.jpg,0.92892,1,1,1
6,14/09/2008,F,2,33,1,1,dog.jpg,1,dog02.jpg,boat08.jpg,1.1877,1,1,1
6,14/09/2008,F,2,34,1,2,dog.jpg,1,dog08.jpg,cat10.jpg,1.1885,1,1,1
6,14/09/2008,F,2,35,1,3,dog.jpg,0,cat03.jpg,cat08.jpg,0,1,0,0
6,14/09/2008,F,2,36,1,4,dog.jpg,0,cat10.jpg,cat08.jpg,0,1,0,0
6,14/09/2008,F,2,37,1,1,dog.jpg,0,boat10.jpg,boat02.jpg,0,1,0,0
6,14/09/2008,F,2,38,1,2,dog.jpg,1,dog09.jpg,cat01.jpg,1.343,1,1,1
6,14/09/2008,F,2,39,1,3,dog.jpg,1,cat02.jpg,dog09.jpg,1.0834,1,1,1
6,14/09/2008,F,2,40,1,4,dog.jpg,1,boat06.jpg,dog01.jpg,0.83276,1,1,1
6,14/09/2008,F,2,41,2,1,car.jpg,1,boat02.jpg,car03.jpg,0.99926,1,1,1
6,14/09/2008,F,2,42,2,2,car.jpg,1,cat01.jpg,car01.jpg,1.013,1,1,1
6,14/09/2008,F,2,43,2,3,car.jpg,0,cat04.jpg,boat07.jpg,0,1,0,0
6,14/09/2008,F,2,44,2,4,car.jpg,1,car01.jpg,cat09.jpg,1.1077,1,1,1
6,14/09/2008,F,2,45,2,1,car.jpg,0,boat09.jpg,boat03.jpg,0,1,0,0
6,14/09/2008,F,2,46,2,2,car.jpg,0,boat02.jpg,cat05.jpg,0,1,0,0
6,14/09/2008,F,2,47,2,3,car.jpg,0,cat01.jpg,boat07.jpg,0,1,0,0
6,14/09/2008,F,2,48,2,4,car.jpg,1,cat02.jpg,car08.jpg,1.2627,1,1,1
6,14/09/2008,F,2,49,2,1,car.jpg,0,cat08.jpg,boat03.jpg,0,1,0,0
6,14/09/2008,F,2,50,2,2,car.jpg,0,cat01.jpg,cat08.jpg,0,1,0,0
6,14/09/2008,F,2,51,2,3,car.jpg,1,car01.jpg,boat10.jpg,1.2726,1,1,1
6,14/09/2008,F,2,52,2,4,car.jpg,1,car06.jpg,cat07.jpg,1.9033,1,1,1
6,14/09/2008,F,2,53,2,1,car.jpg,1,car05.jpg,boat02.jpg,0.95319,1,1,1
6,14/09/2008,F,2,54,2,2,car.jpg,0,cat01.jpg,boat08.jpg,0,1,0,0
6,14/09/2008,F,2,55,2,3,car.jpg,0,boat05.jpg,boat10.jpg,0,1,0,0
6,14/09/2008,F,2,56,2,4,car.jpg,1,car09.jpg,boat05.jpg,1.2733,1,1,1
6,14/09/2008,F,2,57,2,1,car.jpg,1,car05.jpg,cat10.jpg,1.1167,1,1,1
6,14/09/2008,F,2,58,2,2,car.jpg,1,car09.jpg,boat01.jpg,1.0464,1,1,1
6,14/09/2008,F,2,59,2,3,car.jpg,0,cat05.jpg,cat10.jpg,0,1,0,0
6,14/09/2008,F,2,60,2,4,car.jpg,1,cat09.jpg,car10.jpg,1.4513,1,1,1
6,14/09/2008,F,2,61,2,1,car.jpg,1,car04.jpg,cat01.jpg,1.3559,1,1,1
6,14/09/2008,F,2,62,2,2,car.jpg,1,cat10.jpg,car04.jpg,1.1314,1,1,1
6,14/09/2008,F,2,63,2,3,car.jpg,0,boat03.jpg,cat05.jpg,0,1,0,0
6,14/09/2008,F,2,64,2,4,car.jpg,1,cat10.jpg,car01.jpg,1.1412,1,1,1
6,14/09/2008,F,2,65,2,1,car.jpg,1,cat10.jpg,car09.jpg,0.98812,1,1,1
6,14/09/2008,F,2,66,2,2,car.jpg,0,cat01.jpg,boat03.jpg,0,1,0,0
6,14/09/2008,F,2,67,2,3,car.jpg,0,boat04.jpg,cat02.jpg,0,1,0,0
6,14/09/2008,F,2,68,2,4,car.jpg,1,boat09.jpg,car09.jpg,1.2766,1,1,1
6,14/09/2008,F,2,69,2,1,car.jpg,0,boat09.jpg,boat10.jpg,0,1,0,0
6,14/09/2008,F,2,70,2,2,car.jpg,1,car04.jpg,cat02.jpg,1.1527,1,1,1
6,14/09/2008,F,2,71,2,3,car.jpg,1,cat08.jpg,car08.jpg,1.0244,1,1,1
6,14/09/2008,F,2,72,2,4,car.jpg,1,car06.jpg,cat10.jpg,1.1668,1,1,1
6,14/09/2008,F,2,73,2,1,car.jpg,1,boat07.jpg,car06.jpg,1.2332,1,1,1
6,14/09/2008,F,2,74,2,2,car.jpg,1,car03.jpg,cat07.jpg,1.2265,1,1,1
6,14/09/2008,F,2,75,2,3,car.jpg,0,boat10.jpg,cat04.jpg,0,1,0,0
6,14/09/2008,F,2,76,2,4,car.jpg,1,car03.jpg,boat10.jpg,1.0362,1,1,1
6,14/09/2008,F,2,77,2,1,car.jpg,0,cat08.jpg,boat01.jpg,0,1,0,0
6,14/09/2008,F,2,78,2,2,car.jpg,1,boat08.jpg,car09.jpg,1.0688,1,1,1
6,14/09/2008,F,2,79,2,3,car.jpg,1,cat01.jpg,car01.jpg,0.96584,1,1,1
6,14/09/2008,F,2,80,2,4,car.jpg,0,boat01.jpg,cat02.jpg,0,1,0,0
6,14/09/2008,F,2,81,3,1,car.jpg,1,car09.jpg,cat08.jpg,2.1738,1,1,1
6,14/09/2008,F,2,82,3,2,car.jpg,0,cat08.jpg,cat07.jpg,0,1,0,0
6,14/09/2008,F,2,83,3,3,car.jpg,0,cat02.jpg,cat07.jpg,0,1,0,0
6,14/09/2008,F,2,84,3,4,car.jpg,1,car06.jpg,boat05.jpg,1.5563,1,1,1
6,14/09/2008,F,2,85,3,1,dog.jpg,0,cat04.jpg,car07.jpg,1.5573,0,1,2
6,14/09/2008,F,2,86,3,2,dog.jpg,1,dog05.jpg,cat01.jpg,1.5234,1,1,1
